,,Phil Weiser,John Kellner,William F. Robinson III,Stanley Thorne,Total Votes Cast,Total Ballots Cast
,,Democratic,Republican,Libertarian,Unaffiliated,,
Precinct,1330716720,719,200,19,2,940,940
Precinct,1330716721,469,116,25,0,610,610
Precinct,1330716722,385,89,13,0,487,487
Precinct,1330716723,568,160,12,1,741,741
Precinct,1330716724,542,151,19,2,714,714
Precinct,1330716725,380,128,19,0,527,527
Precinct,1330716726,495,159,22,0,676,676
Precinct,1330716727,504,134,19,0,657,657
Precinct,1330816802,514,56,13,0,583,583
Precinct,1330816803,528,40,15,0,583,583
Precinct,1330816804,743,55,14,0,812,812
Precinct,1330816805,624,78,12,0,714,714
Precinct,1330816806,866,84,21,0,971,971
Precinct,1330816807,887,76,19,0,982,982
Precinct,1330816808,881,79,20,0,980,980
Precinct,1330816809,821,153,3,0,977,977
Precinct,1330816810,973,187,18,0,1178,1178
Precinct,1330816811,573,118,22,1,714,714
Precinct,1330816812,785,100,15,0,900,900
Precinct,1330816814,927,98,23,0,1048,1048
Precinct,1330816816,1036,79,14,0,1129,1129
Precinct,1330816817,1124,106,14,0,1244,1244
Precinct,1330816818,827,58,23,0,908,908
Precinct,1330816819,845,73,18,0,936,936
Precinct,1330816820,962,105,15,3,1085,1085
Precinct,1330816821,913,92,14,2,1021,1021
Precinct,1330816822,1199,121,10,2,1332,1332
Precinct,1330816823,1048,116,15,0,1179,1179
Precinct,1330816824,1010,80,12,0,1102,1102
Precinct,1330816825,780,142,9,0,931,931
Precinct,1330816826,957,130,14,0,1101,1101
Precinct,1330816827,1260,195,25,0,1480,1480
Precinct,1330816828,989,160,7,0,1156,1156
Precinct,1330816829,1035,208,18,0,1261,1261
Precinct,1330816830,1058,153,17,0,1228,1228
Precinct,1330816836,1281,165,12,0,1458,1458
Precinct,1330816837,1327,182,14,0,1523,1523
Precinct,1330816838,1322,191,22,0,1535,1535
Precinct,1330816839,881,113,13,0,1007,1007
Precinct,1340116101,244,81,11,0,336,336
Precinct,1340116102,256,91,13,0,360,360
Precinct,1340416401,780,224,15,0,1019,1019
Precinct,1340416402,847,144,19,0,1010,1010
Precinct,1340416403,1103,195,26,0,1324,1324
Precinct,1340416404,1171,231,17,0,1419,1419
Precinct,1340416405,1108,173,20,0,1301,1301
Precinct,1340416406,1070,177,29,0,1276,1276
Precinct,1340416407,806,126,20,0,952,952
Precinct,1340416408,855,135,26,0,1016,1016
Precinct,1340416409,958,146,18,0,1122,1122
Precinct,1340416410,1059,171,20,0,1250,1250
Precinct,1340416411,967,148,23,0,1138,1138
Precinct,1340416412,936,116,23,0,1075,1075
Precinct,1340416413,885,180,18,0,1083,1083
Precinct,1340416414,798,151,14,0,963,963
Precinct,1340416415,661,159,10,0,830,830
Precinct,1340416416,735,184,15,0,934,934
Precinct,1340416417,934,196,22,0,1152,1152
Precinct,1340416418,855,183,26,0,1064,1064
Precinct,1340416419,878,190,17,2,1087,1087
Precinct,1340416420,751,169,19,0,939,939
Precinct,1340416421,837,178,13,0,1028,1028
Precinct,1340416422,1004,259,21,0,1284,1284
Precinct,1340416423,926,266,34,0,1226,1226
Precinct,1340416424,57,9,4,0,70,70
Precinct,1340416425,874,209,18,0,1101,1101
Precinct,1340416426,784,151,28,1,964,964
Precinct,1340416427,478,119,22,0,619,619
Precinct,1340416428,545,119,20,0,684,684
Precinct,1340416429,628,114,20,0,762,762
Precinct,1340416430,676,156,24,0,856,856
Precinct,1340416431,585,116,20,0,721,721
Precinct,1340416432,498,132,14,0,644,644
Precinct,1340416433,516,114,21,0,651,651
Precinct,1340416434,485,121,16,0,622,622
Precinct,1340416435,380,94,14,2,490,490
Precinct,1340416436,350,73,11,0,434,434
Precinct,1340516501,735,139,20,0,894,894
Precinct,1340516502,586,107,21,0,714,714
Precinct,1340516503,354,66,11,0,431,431
Precinct,1340516504,430,85,14,0,529,529
Precinct,1340516505,654,144,21,0,819,819
Precinct,1340516506,827,105,17,0,949,949
Precinct,1340516507,727,137,18,0,882,882
Precinct,1340516508,393,58,10,0,461,461
Precinct,1340516509,396,76,17,0,489,489
Precinct,1340516510,757,174,16,0,947,947
Precinct,1340516511,730,157,21,0,908,908
Precinct,1340516512,672,127,19,0,818,818
Precinct,1340516513,611,161,9,0,781,781
Precinct,1340516514,904,230,19,0,1153,1153
Precinct,1340516515,526,134,21,0,681,681
Precinct,1340516516,691,160,19,0,870,870
Precinct,1340516517,738,127,25,0,890,890
Precinct,1340516518,604,136,21,0,761,761
Precinct,1340516519,985,113,22,0,1120,1120
Precinct,1340516520,111,17,3,0,131,131
Precinct,1340516521,882,266,23,0,1171,1171
Precinct,1340516522,821,307,21,0,1149,1149
Precinct,1340516526,555,75,18,0,648,648
Precinct,1340516527,651,72,19,1,743,743
Precinct,1340516529,676,76,12,0,764,764
Precinct,1340516531,557,127,14,0,698,698
Precinct,1340516532,953,95,11,0,1059,1059
Precinct,1340516533,982,105,18,0,1105,1105
Precinct,1340516534,753,170,24,0,947,947
Precinct,1340516535,487,100,13,0,600,600
Precinct,1340516536,607,164,24,0,795,795
Precinct,1340516537,1208,104,31,0,1343,1343
Precinct,6320916914,190,57,4,0,251,251
Precinct,6320916915,288,69,4,1,362,362
County,Dolores,297,925,43,1,1266,1266
Precinct,3065817001,297,925,43,1,1266,1266
County,Douglas,80862,102683,3535,101,187181,187181
Precinct,4023918371,12,31,1,0,44,44
Precinct,4023918999,0,0,0,0,0,0
Precinct,4024418302,444,464,29,0,937,937
Precinct,4024418303,331,291,26,0,648,648
Precinct,4024418304,242,207,11,0,460,460
Precinct,4024418306,253,551,16,3,823,823
